Date,Date_Value,Open,High,Low,Close,Adj Close,Volume
09-04-2020,43930,2044.300049,2053,2017.660034,2042.76001,2042.76001,4646500
13-04-2020,43934,2040,2180,2038,2168.870117,2168.870117,6716700
14-04-2020,43935,2200.469971,2292,2186.209961,2283.320068,2283.320068,8087200
15-04-2020,43936,2257.679932,2333.370117,2245,2307.679932,2307.679932,6866600
16-04-2020,43937,2346,2461,2335,2408.189941,2408.189941,12038200
17-04-2020,43938,2372.330078,2400,2316.02002,2375,2375,7930000
20-04-2020,43941,2389.949951,2444.97998,2386.050049,2393.610107,2393.610107,5770700
21-04-2020,43942,2416.610107,2428.310059,2279.659912,2328.120117,2328.120117,7476700
22-04-2020,43943,2369,2394,2351,2363.48999,2363.48999,4212200
23-04-2020,43944,2399.97998,2424.219971,2382.080078,2399.449951,2399.449951,5066600
24-04-2020,43945,2417,2420.429932,2382,2410.219971,2410.219971,3824900
27-04-2020,43948,2443.199951,2444.879883,2363,2376,2376,5645600
28-04-2020,43949,2372.100098,2373.5,2306,2314.080078,2314.080078,5269400
29-04-2020,43950,2330.01001,2391.889893,2310,2372.709961,2372.709961,4591600
30-04-2020,43951,2419.840088,2475,2396.01001,2474,2474,9534600
01-05-2020,43952,2336.800049,2362.439941,2258.189941,2286.040039,2286.040039,9772600
04-05-2020,43955,2256.379883,2326.97998,2256.379883,2315.98999,2315.98999,4865900
05-05-2020,43956,2340,2351,2307.129883,2317.800049,2317.800049,3242500
06-05-2020,43957,2329.439941,2357.449951,2320,2351.26001,2351.26001,3117800
07-05-2020,43958,2374.780029,2376,2343.110107,2367.610107,2367.610107,3396400
08-05-2020,43959,2372.139893,2387.23999,2357,2379.610107,2379.610107,3206600
11-05-2020,43962,2374.699951,2419.669922,2372.110107,2409,2409,3259200
12-05-2020,43963,2411.850098,2419,2355,2356.949951,2356.949951,3074900
13-05-2020,43964,2366.800049,2407.699951,2337.800049,2367.919922,2367.919922,4782900
14-05-2020,43965,2361.01001,2391.370117,2353.209961,2388.850098,2388.850098,3648100
15-05-2020,43966,2368.52002,2411,2356.370117,2409.780029,2409.780029,4235000
18-05-2020,43969,2404.350098,2433,2384.01001,2426.26001,2426.26001,4357200
19-05-2020,43970,2429.830078,2485,2428.969971,2449.330078,2449.330078,4320500
20-05-2020,43971,2477.870117,2500.01001,2467.27002,2497.939941,2497.939941,3998100
21-05-2020,43972,2500,2525.449951,2442.540039,2446.73999,2446.73999,5114400
22-05-2020,43973,2455.01001,2469.850098,2430.129883,2436.879883,2436.879883,2867100
26-05-2020,43977,2458,2462,2414.060059,2421.860107,2421.860107,3568200
27-05-2020,43978,2404.98999,2413.580078,2330,2410.389893,2410.389893,5056900
28-05-2020,43979,2384.330078,2436.969971,2378.22998,2401.100098,2401.100098,3190200
29-05-2020,43980,2415.939941,2442.370117,2398.199951,2442.370117,2442.370117,3509900
01-06-2020,43983,2448,2476.929932,2444.169922,2471.040039,2471.040039,2928900
02-06-2020,43984,2467,2473.530029,2445.310059,2472.409912,2472.409912,2529900
03-06-2020,43985,2468.01001,2488,2461.169922,2478.399902,2478.399902,2671000
04-06-2020,43986,2477.429932,2507.540039,2450.01001,2460.600098,2460.600098,2948700
05-06-2020,43987,2444.51001,2488.649902,2437.129883,2483,2483,3306400
08-06-2020,43990,2500.199951,2530,2487.340088,2524.060059,2524.060059,3970700
09-06-2020,43991,2529.439941,2626.429932,2525,2600.860107,2600.860107,5176000
10-06-2020,43992,2645,2722.350098,2626.26001,2647.449951,2647.449951,4946000
11-06-2020,43993,2603.5,2671.379883,2536.22998,2557.959961,2557.959961,5800100
12-06-2020,43994,2601.209961,2621.47998,2503.350098,2545.02002,2545.02002,5436100
15-06-2020,43997,2526.600098,2584,2508,2572.679932,2572.679932,3865100
16-06-2020,43998,2620,2620,2576,2615.27002,2615.27002,3585600
17-06-2020,43999,2647.5,2655,2631.820068,2640.97998,2640.97998,2959300
18-06-2020,44000,2647.01001,2659.639893,2636.110107,2653.97998,2653.97998,2487800
19-06-2020,44001,2678.080078,2697.429932,2659,2675.01001,2675.01001,5777000
22-06-2020,44004,2684.5,2715,2669,2713.820068,2713.820068,3208800
23-06-2020,44005,2726.02002,2783.110107,2718.040039,2764.409912,2764.409912,4231700
24-06-2020,44006,2780,2796,2721,2734.399902,2734.399902,4526600
25-06-2020,44007,2739.550049,2756.22998,2712.139893,2754.580078,2754.580078,2968700
26-06-2020,44008,2775.060059,2782.570068,2688,2692.870117,2692.870117,6500800
29-06-2020,44011,2690.01001,2696.800049,2630.080078,2680.379883,2680.379883,4223400
30-06-2020,44012,2685.070068,2769.629883,2675.030029,2758.820068,2758.820068,3769700
01-07-2020,44013,2757.98999,2895,2754,2878.699951,2878.699951,6363400
02-07-2020,44014,2912.01001,2955.560059,2871.100098,2890.300049,2890.300049,6593400
06-07-2020,44018,2934.969971,3059.879883,2930,3057.040039,3057.040039,6880600
07-07-2020,44019,3058.550049,3069.550049,2990,3000.120117,3000.120117,5257500
08-07-2020,44020,3022.610107,3083.969971,3012.429932,3081.110107,3081.110107,5037600
09-07-2020,44021,3115.98999,3193.879883,3074,3182.629883,3182.629883,6388700
10-07-2020,44022,3191.76001,3215,3135.699951,3200,3200,5486000
13-07-2020,44025,3251.060059,3344.290039,3068.389893,3104,3104,7720400
14-07-2020,44026,3089,3127.379883,2950,3084,3084,7231900
15-07-2020,44027,3080.22998,3098.350098,2973.179932,3008.870117,3008.870117,5788900
16-07-2020,44028,2971.060059,3032,2918.22998,2999.899902,2999.899902,6394200
17-07-2020,44029,3009,3024,2948.449951,2961.969971,2961.969971,4761300
20-07-2020,44032,3000.199951,3201.360107,2994.02002,3196.840088,3196.840088,7598200
21-07-2020,44033,3232.48999,3240.580078,3105.719971,3138.290039,3138.290039,6121300
22-07-2020,44034,3125,3150,3065.26001,3099.909912,3099.909912,4104200
23-07-2020,44035,3098.27002,3098.27002,2970,2986.550049,2986.550049,5656900
24-07-2020,44036,2930,3031.580078,2888,3008.909912,3008.909912,5632400
27-07-2020,44039,3062,3098,3015.77002,3055.209961,3055.209961,4170500
28-07-2020,44040,3054.27002,3077.090088,2995.76001,3000.330078,3000.330078,3126700
29-07-2020,44041,3030.98999,3039.159912,2996.77002,3033.530029,3033.530029,2974100
30-07-2020,44042,3014,3092,3005,3051.879883,3051.879883,6128300
31-07-2020,44043,3244,3246.820068,3151,3164.679932,3164.679932,8085500
03-08-2020,44046,3180.51001,3184,3104,3111.889893,3111.889893,5074700
04-08-2020,44047,3101.209961,3167.23999,3101.209961,3138.830078,3138.830078,4694300
05-08-2020,44048,3143.77002,3213.590088,3127.300049,3205.030029,3205.030029,3916500
06-08-2020,44049,3194.360107,3247.469971,3165.429932,3225,3225,3940600
07-08-2020,44050,3224.01001,3240.810059,3140.669922,3167.459961,3167.459961,3936100
10-08-2020,44053,3170.310059,3172.51001,3101.52002,3148.159912,3148.159912,3167300
11-08-2020,44054,3113.199951,3159.219971,3073,3080.669922,3080.669922,3718100
12-08-2020,44055,3108,3174.389893,3101.419922,3162.23999,3162.23999,3522100
13-08-2020,44056,3182.98999,3217.52002,3155,3161.02002,3161.02002,3149000
14-08-2020,44057,3178.179932,3178.23999,3120,3148.02002,3148.02002,2751700
17-08-2020,44060,3173.120117,3194.969971,3154.179932,3182.409912,3182.409912,2691200
18-08-2020,44061,3212,3320,3205.820068,3312.48999,3312.48999,5346000
19-08-2020,44062,3303.01001,3315.899902,3256,3260.47998,3260.47998,4185100
20-08-2020,44063,3252,3312.620117,3238,3297.370117,3297.370117,3332500
21-08-2020,44064,3295,3314.399902,3275.389893,3284.719971,3284.719971,3575900
24-08-2020,44067,3310.149902,3380.320068,3257.560059,3307.459961,3307.459961,4666300
25-08-2020,44068,3294.98999,3357.399902,3267,3346.48999,3346.48999,3992800
26-08-2020,44069,3351.110107,3451.73999,3344.570068,3441.850098,3441.850098,6508700
27-08-2020,44070,3450.050049,3453,3378,3400,3400,4264800
28-08-2020,44071,3423,3433.370117,3386.5,3401.800049,3401.800049,2897000
31-08-2020,44074,3408.98999,3495,3405,3450.959961,3450.959961,4185900
01-09-2020,44075,3489.580078,3513.870117,3467,3499.120117,3499.120117,3432200
02-09-2020,44076,3547,3552.25,3486.689941,3531.449951,3531.449951,3931500
03-09-2020,44077,3485,3488.409912,3303,3368,3368,8161100
04-09-2020,44078,3318,3381.5,3111.129883,3294.620117,3294.620117,8781800
08-09-2020,44082,3144,3250.850098,3130,3149.840088,3149.840088,6094200
09-09-2020,44083,3202.98999,3303.179932,3185,3268.610107,3268.610107,5188700
10-09-2020,44084,3307.219971,3349.889893,3170.550049,3175.110107,3175.110107,5330700
11-09-2020,44085,3208.689941,3217.340088,3083.97998,3116.219971,3116.219971,5094000
14-09-2020,44088,3172.939941,3187.389893,3096,3102.969971,3102.969971,4529600
15-09-2020,44089,3136.159912,3175.02002,3108.919922,3156.129883,3156.129883,4021500
16-09-2020,44090,3179.98999,3187.23999,3074.149902,3078.100098,3078.100098,4512200
17-09-2020,44091,3009.25,3029.429932,2972.550049,3008.72998,3008.72998,6449100
18-09-2020,44092,3031.73999,3037.800049,2905.540039,2954.909912,2954.909912,8892600
21-09-2020,44095,2906.5,2962,2871,2960.469971,2960.469971,6117900
22-09-2020,44096,3033.840088,3133.98999,3000.199951,3128.98999,3128.98999,6948800
23-09-2020,44097,3120.429932,3127,2992.379883,2999.860107,2999.860107,5652700
24-09-2020,44098,2977.790039,3069.300049,2965,3019.790039,3019.790039,5529400
25-09-2020,44099,3054.860107,3101.540039,2999,3095.129883,3095.129883,4615200
28-09-2020,44102,3148.850098,3175.040039,3117.169922,3174.050049,3174.050049,4224200
29-09-2020,44103,3175.389893,3188.26001,3132.540039,3144.879883,3144.879883,3495800
30-09-2020,44104,3141.139893,3212.879883,3133.98999,3148.72998,3148.72998,4896100
01-10-2020,44105,3208,3224,3172,3221.26001,3221.26001,4971900
02-10-2020,44106,3153.629883,3195.800049,3123,3125,3125,5613100
05-10-2020,44109,3145.840088,3202.530029,3140.850098,3199.199951,3199.199951,3775300
06-10-2020,44110,3165,3182,3090,3099.959961,3099.959961,5086900
07-10-2020,44111,3135,3200,3132.389893,3195.689941,3195.689941,4309400
08-10-2020,44112,3224.98999,3233.290039,3174.98999,3190.550049,3190.550049,3174100
09-10-2020,44113,3210,3288.98999,3197.830078,3286.649902,3286.649902,4907900
12-10-2020,44116,3349.939941,3496.23999,3339.550049,3442.929932,3442.929932,8364200
13-10-2020,44117,3467.98999,3492.379883,3424.219971,3443.629883,3443.629883,5744700
14-10-2020,44118,3447,3464.879883,3340,3363.709961,3363.709961,5812700
15-10-2020,44119,3292.01001,3355.879883,3280,3338.649902,3338.649902,5223400
16-10-2020,44120,3363.22998,3399.659912,3160,3272.709961,3272.709961,6474400
19-10-2020,44123,3299.610107,3329,3192.73999,3207.209961,3207.209961,5223600
20-10-2020,44124,3222.280029,3266,3192.01001,3217.01001,3217.01001,4509700
21-10-2020,44125,3212.5,3233.879883,3160,3184.939941,3184.939941,4592700
22-10-2020,44126,3189.870117,3198.75,3121.939941,3176.399902,3176.399902,4212000
23-10-2020,44127,3191,3205.330078,3140,3204.399902,3204.399902,3466700
26-10-2020,44130,3198.73999,3282.97998,3153.300049,3207.040039,3207.040039,5901200
27-10-2020,44131,3224.939941,3291.659912,3211.300049,3286.330078,3286.330078,4291000
28-10-2020,44132,3249.300049,3264.02002,3162.469971,3162.780029,3162.780029,5588300
29-10-2020,44133,3201.27002,3257.25,3164,3211.01001,3211.01001,6596500
30-10-2020,44134,3157.75,3167,3019,3036.149902,3036.149902,8386400
02-11-2020,44137,3061.73999,3079.709961,2950.120117,3004.47998,3004.47998,7257400
03-11-2020,44138,3018.530029,3074.899902,2980.97998,3048.409912,3048.409912,4897900
04-11-2020,44139,3159.98999,3244.850098,3139.72998,3241.159912,3241.159912,6839000
05-11-2020,44140,3319.969971,3366.800049,3288.879883,3322,3322,5789300
06-11-2020,44141,3304.639893,3322,3232,3311.370117,3311.370117,4647300
09-11-2020,44144,3231.030029,3289,3112.110107,3143.73999,3143.73999,7190400
10-11-2020,44145,3095.02002,3114,3019.47998,3035.02002,3035.02002,6591000
11-11-2020,44146,3061.780029,3139.149902,3050,3137.389893,3137.389893,4366900
12-11-2020,44147,3159.949951,3175.879883,3086.050049,3110.280029,3110.280029,4362000
13-11-2020,44148,3122,3141.719971,3085.389893,3128.810059,3128.810059,3756200
16-11-2020,44151,3093.199951,3142.699951,3072.689941,3131.060059,3131.060059,3808700
17-11-2020,44152,3183.540039,3189.25,3135.26001,3135.659912,3135.659912,3444700
18-11-2020,44153,3134,3140,3105.100098,3105.459961,3105.459961,2916800
19-11-2020,44154,3105.310059,3125,3080.919922,3117.02002,3117.02002,3010300
20-11-2020,44155,3117.02002,3132.889893,3098.050049,3099.399902,3099.399902,3374400
23-11-2020,44158,3116.699951,3139.75,3065.459961,3098.389893,3098.389893,4708900
24-11-2020,44159,3100.5,3134.25,3086.26001,3118.060059,3118.060059,3602100
25-11-2020,44160,3141.870117,3198,3140.26001,3185.070068,3185.070068,3790400
27-11-2020,44162,3211.26001,3216.189941,3190.050049,3195.340088,3195.340088,2392900
30-11-2020,44165,3208.47998,3228.389893,3125.550049,3168.040039,3168.040039,4063900
01-12-2020,44166,3188.5,3248.949951,3157.179932,3220.080078,3220.080078,4537000
02-12-2020,44167,3221.649902,3232,3173.26001,3203.530029,3203.530029,3129300
03-12-2020,44168,3205.459961,3228.639893,3181.310059,3186.72998,3186.72998,2892000
04-12-2020,44169,3198.209961,3198.209961,3158.76001,3162.580078,3162.580078,2913600
07-12-2020,44172,3156.47998,3180.76001,3141.689941,3158,3158,2751300
08-12-2020,44173,3158.899902,3184.129883,3120.02002,3177.290039,3177.290039,3286300
09-12-2020,44174,3167.889893,3174.429932,3088,3104.199951,3104.199951,4100800
10-12-2020,44175,3088.98999,3142.100098,3076,3101.48999,3101.48999,3030200
11-12-2020,44176,3096.659912,3118.669922,3072.820068,3116.419922,3116.419922,3064700
14-12-2020,44179,3143,3190.469971,3126,3156.969971,3156.969971,4155800
15-12-2020,44180,3181.01001,3188.5,3130.48999,3165.120117,3165.120117,3319500
16-12-2020,44181,3176.01001,3247,3163.679932,3240.959961,3240.959961,4427600
17-12-2020,44182,3250,3263.51001,3221,3236.080078,3236.080078,3474300
18-12-2020,44183,3243.98999,3249.419922,3171.600098,3201.649902,3201.649902,5995700
21-12-2020,44186,3200.01001,3226.969971,3166,3206.179932,3206.179932,3836800
22-12-2020,44187,3202.840088,3222,3180.080078,3206.52002,3206.52002,2369400
23-12-2020,44188,3205,3210.129883,3184.169922,3185.27002,3185.27002,2093800
24-12-2020,44189,3193.899902,3202,3169,3172.689941,3172.689941,1451900
28-12-2020,44193,3194,3304,3172.689941,3283.959961,3283.959961,5686800
29-12-2020,44194,3309.939941,3350.649902,3281.219971,3322,3322,4872900
30-12-2020,44195,3341,3342.100098,3282.469971,3285.850098,3285.850098,3209300
31-12-2020,44196,3275,3282.919922,3241.199951,3256.929932,3256.929932,2957200
04-01-2021,44200,3270,3272,3144.02002,3186.629883,3186.629883,4411400
05-01-2021,44201,3166.01001,3223.379883,3165.060059,3218.51001,3218.51001,2655500
06-01-2021,44202,3146.47998,3197.51001,3131.159912,3138.379883,3138.379883,4394800
07-01-2021,44203,3157,3208.540039,3155,3162.159912,3162.159912,3514500
08-01-2021,44204,3180,3190.639893,3142.199951,3182.699951,3182.699951,3537700
11-01-2021,44207,3148.01001,3156.379883,3110,3114.209961,3114.209961,3683400
12-01-2021,44208,3120,3142.139893,3086,3120.830078,3120.830078,3514600
13-01-2021,44209,3128.439941,3189.949951,3122.080078,3165.889893,3165.889893,3321200
14-01-2021,44210,3167.52002,3178,3120.590088,3127.469971,3127.469971,3070900
15-01-2021,44211,3123.02002,3142.550049,3095.169922,3104.25,3104.25,4244000
19-01-2021,44215,3107,3145,3096,3120.76001,3120.76001,3305100
20-01-2021,44216,3181.98999,3279.800049,3175,3263.379883,3263.379883,5309800
21-01-2021,44217,3293,3348.550049,3289.570068,3306.98999,3306.98999,4936100
22-01-2021,44218,3304.310059,3321.909912,3283.159912,3292.22998,3292.22998,2821900
25-01-2021,44221,3328.5,3363.889893,3243.149902,3294,3294,3749800
26-01-2021,44222,3296.360107,3338,3282.870117,3326.129883,3326.129883,2955200
27-01-2021,44223,3341.48999,3346.52002,3207.080078,3232.580078,3232.580078,4660200
28-01-2021,44224,3235.040039,3301.679932,3228.689941,3237.620117,3237.620117,3149200
29-01-2021,44225,3230,3236.98999,3184.550049,3206.199951,3206.199951,4293600
01-02-2021,44228,3242.360107,3350.26001,3235.030029,3342.879883,3342.879883,4160200
02-02-2021,44229,3380,3427.73999,3361.129883,3380,3380,7098600
03-02-2021,44230,3425.01001,3434,3308.620117,3312.530029,3312.530029,7088800
04-02-2021,44231,3330,3347,3277.75,3331,3331,3670700
05-02-2021,44232,3319,3377,3302.709961,3352.149902,3352.149902,3620800
08-02-2021,44235,3358.5,3365,3304,3322.939941,3322.939941,3257400
09-02-2021,44236,3312.48999,3338,3297.840088,3305,3305,2203500
10-02-2021,44237,3314,3317.949951,3254,3286.580078,3286.580078,3151600
11-02-2021,44238,3292,3292,3248.060059,3262.129883,3262.129883,2301400
12-02-2021,44239,3250,3280.25,3233.310059,3277.709961,3277.709961,2335300
16-02-2021,44243,3254.050049,3308.300049,3253.590088,3268.949951,3268.949951,2574700
17-02-2021,44244,3263.600098,3320.909912,3259.5,3308.639893,3308.639893,3297500
18-02-2021,44245,3282.419922,3338,3273.939941,3328.22998,3328.22998,3027400
19-02-2021,44246,3328.22998,3333.5,3245.75,3249.899902,3249.899902,4305200
22-02-2021,44249,3208.129883,3232.320068,3172.26001,3180.73999,3180.73999,3515700
23-02-2021,44250,3127.030029,3204.72998,3093.600098,3194.5,3194.5,4677200
24-02-2021,44251,3166.75,3171.22998,3125.379883,3159.530029,3159.530029,3011300
25-02-2021,44252,3136.73999,3178.26001,3047.76001,3057.159912,3057.159912,4533800
26-02-2021,44253,3095.199951,3122.439941,3036.699951,3092.929932,3092.929932,4275900
01-03-2021,44256,3127.889893,3149.560059,3097.98999,3146.139893,3146.139893,2729100
02-03-2021,44257,3143.469971,3163.52002,3087.120117,3094.530029,3094.530029,2595800
03-03-2021,44258,3081.179932,3107.780029,2995,3005,3005,3988700
04-03-2021,44259,3012,3058.129883,2945.429932,2977.570068,2977.570068,5481600
05-03-2021,44260,3005,3009,2881,3000.459961,3000.459961,5388600
08-03-2021,44263,3015,3064.590088,2951.310059,2951.949951,2951.949951,4185000
09-03-2021,44264,3017.98999,3090.959961,3005.149902,3062.850098,3062.850098,4030000
10-03-2021,44265,3098.449951,3116.459961,3030.050049,3057.639893,3057.639893,3012500
11-03-2021,44266,3104.01001,3131.780029,3082.929932,3113.590088,3113.590088,2776400
12-03-2021,44267,3075,3098.97998,3045.5,3089.48999,3089.48999,2421900
15-03-2021,44270,3074.570068,3082.23999,3032.090088,3081.679932,3081.679932,2913600
16-03-2021,44271,3104.969971,3128.909912,3075.860107,3091.860107,3091.860107,2538800
17-03-2021,44272,3073.219971,3173.050049,3070.219971,3135.72998,3135.72998,3118600
18-03-2021,44273,3101,3116.629883,3025,3027.98999,3027.98999,3649600
19-03-2021,44274,3029.22998,3077.290039,3016.629883,3074.959961,3074.959961,4625400
